Date,Close,High,Low,Open,Volume
2024-01-02,76984.21875,77177.6464353015,75630.22495288945,75630.22495288945,17142847
2024-01-03,74469.6640625,76210.51335227273,74469.6640625,75920.37180397726,21753644
2024-01-04,74082.8046875,74759.80159717689,73599.23546630221,73599.23546630221,15324439
2024-01-05,74082.8046875,74566.37390869777,73889.37699902088,74179.51853173955,11304316
2024-01-08,73986.09375,74953.23223039215,73889.37990196078,74469.66299019608,11088724
2024-01-09,72245.234375,75146.64941014056,71858.37903698125,74856.5079066265,26019249
2024-01-10,71181.3828125,72728.80417798914,70794.52747112772,72535.376507303,20259529
2024-01-11,70794.5234375,71181.3787568306,70310.95428833675,70504.38194800205,57691266
2024-01-12,70697.8203125,71664.95875726744,70407.67877906977,70601.10646802325,13038939
2024-01-15,71471.53125,71568.2450947226,70794.53433694181,70794.53433694181,2957915
2024-01-16,70214.25,71278.10227272726,70117.53615702479,71084.67458677686,14760415
2024-01-17,68666.828125,70891.24650088028,68666.828125,70697.81881602113,22683660
2024-01-18,69343.8203125,69633.96182008368,68376.68195388773,69247.10647663877,17853397
2024-01-19,72245.234375,72245.234375,70601.09918842034,71084.66836094378,23363427
2024-01-22,72632.09375,73502.51830892144,72535.37991011984,73405.80446904128,19673375
2024-01-23,72728.796875,73309.0798287899,71858.37244431516,73212.36600315824,14786224
2024-01-24,71568.2421875,72728.80827702703,71084.6729835304,72728.80827702703,12860661
2024-01-25,71664.953125,72341.94998313091,71278.09777749663,71761.66696187585,11737747
2024-01-26,70987.96875,72051.82114271117,70891.25489611717,71278.1103116485,11160062
2024-01-29,71955.0859375,72728.7965389785,71084.6615108367,71374.80298639114,13976521
2024-01-30,71858.3828125,72825.52120836137,71278.09977498317,72535.37968960297,12244418
2024-01-31,70310.96875,71568.24879642366,70117.54105055021,70987.96569807427,15703560
2024-02-01,71181.3828125,71761.66582455843,70504.38596509851,70601.09980044157,19881033
2024-02-02,72728.796875,72728.796875,71278.08949052526,71568.23096742021,14955881
2024-02-05,71858.3828125,72341.95201043069,71084.6720958109,71761.66897291386,19026021
2024-02-06,71955.0859375,72245.22741305444,70891.23386046707,71858.37211231519,14559254
2024-02-07,72535.3828125,73018.95203125,71858.38590625,72148.5274375,16566445
2024-02-08,71664.953125,72728.80533063428,71181.38394062078,72535.37765688259,20810708
2024-02-13,72728.796875,72728.796875,71955.0862699468,72341.9415724734,21966745
2024-02-14,71568.2421875,71858.38370988176,71278.10066511824,71278.10066511824,12434945
2024-02-15,70794.5234375,71955.08939549181,70601.09577783471,71761.6617358265,14120600
2024-02-16,70407.6640625,70987.94700807006,70117.52258971498,70891.23318380838,13444781
2024-02-19,71374.8203125,71471.53416116192,70407.68182588076,70407.68182588076,12726404
2024-02-20,70891.2421875,71278.09753368008,70407.6730047749,71278.09753368008,14681477
2024-02-21,70601.1015625,71278.09842679795,70504.38772474315,70987.9569135274,11503495
2024-02-22,70697.8203125,71471.53106831395,70310.96493459302,71374.8172238372,15208934
2024-02-23,70504.390625,71761.67056755829,70504.390625,71181.38751714678,16225166
2024-02-26,70407.6640625,70794.51935954671,69827.38111692994,69924.09494119162,14669352
2024-02-27,70504.390625,70987.95983367627,70310.96294152949,70697.81830847051,13201981
2024-02-28,70794.5234375,71471.52024632855,70407.6681181694,70504.38194800205,11795859
2024-02-29,70987.96875,70987.96875,69633.97479564033,70214.25791893734,21176403
2024-03-04,72438.6640625,72535.3778996996,71568.2395277036,71858.3810393024,23210474
2024-03-05,71278.09375,72341.94589552238,71278.09375,72148.51823270014,19505125
2024-03-06,70504.390625,71084.67367541153,70310.96294152949,70794.53215020576,21547905
2024-03-07,69827.3984375,70891.25076826524,69827.3984375,70697.82307176247,14516963
2024-03-08,70891.2421875,70987.95602404502,70214.24533168486,70407.6730047749,19271349
2024-03-11,70020.8203125,70697.81719397445,69924.10647228936,70504.38951355318,9740504
2024-03-12,70891.2421875,71084.66986059003,69730.67614895976,70214.24533168486,13011654
2024-03-13,71664.953125,71664.953125,71084.67010374494,71278.09777749663,15243134
2024-03-14,71858.3828125,72051.81049167228,71181.38593539705,71955.09665208614,22545539
2024-03-15,69924.1015625,71278.0952303769,69924.1015625,70987.95373011757,22580555
2024-03-18,70407.6640625,70601.09171102336,70117.52258971498,70214.23641397666,11520348
2024-03-19,70407.6640625,70601.09171102336,69343.81199562157,69924.09494119162,15376066
2024-03-20,74372.9375,74663.07899869961,70987.95334850455,71278.09484720416,50106297
2024-03-21,76694.078125,76694.078125,75146.65662436948,76597.3642812106,44569799
2024-03-22,76307.2265625,77274.36504871673,75243.3742276616,76984.22350285172,26724761
2024-03-25,75630.2265625,77177.64807784527,75243.37118366368,76984.22038842711,18703996
